State,Museum or Federal Agency,MNI,AFO,Geo Origin,County
Ohio,Western Reserve Historical Society,1,0,ZUnknown,ZUnknown
Ohio,Dayton Museum of Natural History,1,0,ZUnknown,ZUnknown
Ohio,Dayton Museum of Natural History,1,0,ZUnknown,ZUnknown
Ohio,Dayton Museum of Natural History,1,0,ZUnknown,ZUnknown
Ohio,Dayton Museum of Natural History,5,0,ZUnknown,ZUnknown
Ohio,Dayton Museum of Natural History,1,0,ZUnknown,ZUnknown
Ohio,Dayton Museum of Natural History,22,0,ZUnknown,ZUnknown
Oklahoma,Oklahoma Historical Society,1,0,ZUnknown,ZUnknown
Oklahoma,Oklahoma Historical Society,2,0,ZUnknown,ZUnknown
Oklahoma,Oklahoma Historical Society,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,3,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,4,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,10,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,2,0,ZUnknown,ZUnknown
Oklahoma,Gilcrease Museum,1,0,ZUnknown,ZUnknown
Oklahoma,Mabee-Gerrer Museum of Art,1,0,ZUnknown,ZUnknown
Oklahoma,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",3,0,ZUnknown,ZUnknown
Oregon,"Oregon State Univ., Horner Collection",3,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,2,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,3,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,5,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,3,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,2,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,2,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,2,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,2,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,2,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,Univ. of Oregon Museum of Natural and Cultural History,1,0,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,0,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,0,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,3,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,0,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,0,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,0,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,0,ZUnknown,ZUnknown
Oregon,"Willamette Univ., Hallie Ford Museum of Art",1,0,ZUnknown,ZUnknown
Oregon,High Desert Museum,1,0,ZUnknown,ZUnknown
Oregon,High Desert Museum,1,4,ZUnknown,ZUnknown
Oregon,High Desert Museum,2,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Oregon,Oregon Historical Society,1,0,ZUnknown,ZUnknown
Pennsylvania,Carnegie Museum of Natural History,2,0,ZUnknown,ZUnknown
Pennsylvania,Carnegie Museum of Natural History,3,0,ZUnknown,ZUnknown
Pennsylvania,Carnegie Museum of Natural History,1,0,ZUnknown,ZUnknown
Pennsylvania,Carnegie Museum of Natural History,1,0,ZUnknown,ZUnknown
Pennsylvania,Carnegie Museum of Natural History,1,0,ZUnknown,ZUnknown
Pennsylvania,"Mutter Museum, College of Physicians of Philadelphia",1,0,ZUnknown,ZUnknown
Pennsylvania,Lackawanna Historical Society,1,0,ZUnknown,ZUnknown
Pennsylvania,North Museum of Nature and Science,1,0,ZUnknown,ZUnknown
Pennsylvania,North Museum of Nature and Science,3,0,ZUnknown,ZUnknown
Pennsylvania,State Museum of Pennsylvania,14,0,ZUnknown,ZUnknown
Pennsylvania,"Temple University, Dept. of Anthropology",1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,2,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,2,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,3,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Tioga Point Museum,1,0,ZUnknown,ZUnknown
Pennsylvania,Wagner Free Institute of Science,3,0,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,10,0,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,3,0,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,2,4,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,ZUnknown,ZUnknown
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,9,0,ZUnknown,ZUnknown
Rhode Island,"Haffenreffer Museum of Anthropology, Brown Univ.",87,21,ZUnknown,ZUnknown
Rhode Island,Museum of Natural History and Planetarium,1,0,ZUnknown,ZUnknown
Rhode Island,Museum of Natural History and Planetarium,1,0,ZUnknown,ZUnknown
Rhode Island,Museum of Natural History and Planetarium,1,0,ZUnknown,ZUnknown
South Carolina,"Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology",3,0,ZUnknown,ZUnknown
Tennessee,"Tennessee Dept. of Environment and Conservation, Division of Archaeology",1,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",13,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",4,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",1,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",4,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",2,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",1,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",1,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",2,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Memphis, C.H. Nash Memorial Museum and Chucalissa Archaeological Museum",1,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",9,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",11,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",1,37,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",4,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",2,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",2,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",1,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",2,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",1,0,ZUnknown,ZUnknown
Tennessee,"Univ. of Tennessee, Knoxville, Frank H. McClung Museum",4,0,ZUnknown,ZUnknown
Tennessee,Memphis Pink Palace Museum,35,0,ZUnknown,ZUnknown
Texas,"Texas Tech Univ., Museum",4,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at San Antonio, Center for Archaeological Research",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at San Antonio, Center for Archaeological Research",1,1,ZUnknown,ZUnknown
Texas,"U.S. Dept. of Defense, Army, Fort Bliss",1,119,ZUnknown,ZUnknown
Texas,Houston Museum of Natural Science,3,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",2,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",2,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,1,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,"Baylor Univ., Mayborn Museum Complex",1,0,ZUnknown,ZUnknown
Texas,Layland Museum,1,1,ZUnknown,ZUnknown
Texas,Layland Museum,1,2,ZUnknown,ZUnknown
Texas,Layland Museum,1,2,ZUnknown,ZUnknown
Texas,Layland Museum,1,0,ZUnknown,ZUnknown
Texas,Layland Museum,1,3,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",9,158,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",1,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",2,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",3,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",1,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",1,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",1,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",1,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",2,0,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",5,4,ZUnknown,ZUnknown
Texas,"Texas State University, Department of Anthropology",2,0,ZUnknown,ZUnknown
Texas,"Texas A and M Univ., Dept. of Anthropology",8,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,"Univ. of Texas, El Paso, Centennial Museum",1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,4,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,Witte Museum,1,0,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,1,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,1,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,1,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,3,ZUnknown,ZUnknown
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,ZUnknown,ZUnknown
